SourceCode;SourceName;Li+;NH4+;Na+;Mg2+;K+;Ca2+;Mn2+;Fe;(HCO3)-;(NO3)-;F-;(SO4)2-;Cl-;d2H;d18O
Cer2;Čerlinka 2;6.477777852;0.03307867;9.58888891;7.727777746;1.301111102;90.80777825;8.5;0.050000001;281.3777771;3.912777795;0.080344006;24.36455557;14.89755535;-73.24364754;-10.44971813
Cer4;Čerlinka 4;5.455555545;0.027860216;10.34666655;6.957777871;1.482222226;94.59555562;8.166666667;0.05;275.9444427;9.946555667;0.07173798;28.75177744;17.59477785;-72.85273611;-10.44527945
